path,.,custom_id,annotation,imageUrl
samples.744,,209139,dog,https://farm3.staticflickr.com/2481/3725788952_1c2315dcc0_z.jpg
samples.745,,204509,dog,https://farm3.staticflickr.com/2445/3687349286_e33be49b26_z.jpg
samples.746,,327146,cat,https://farm5.staticflickr.com/4033/4223305120_73ee37f292_z.jpg
samples.747,,255706,dog,https://farm1.staticflickr.com/25/99283267_d687a48e62_z.jpg
samples.748,,275625,cat,https://farm9.staticflickr.com/8512/8546853155_9db401a430_z.jpg
samples.749,,329474,dog,https://farm4.staticflickr.com/3573/3402783059_7b8dca9b91_z.jpg
samples.750,,87518,cat,https://farm4.staticflickr.com/3396/3340009890_d519fd6e05_z.jpg
samples.751,,1025,dog,https://farm9.staticflickr.com/8391/8475353422_a3a61913dd_z.jpg
samples.752,,17560,cat,https://farm1.staticflickr.com/114/287409383_0991b64418_z.jpg
samples.753,,298360,dog,https://farm7.staticflickr.com/6190/6153016075_d643db19e7_z.jpg
samples.754,,10369,dog,https://farm6.staticflickr.com/5210/5279959659_617eb40ec2_z.jpg
samples.755,,372122,cat,https://farm8.staticflickr.com/7257/7868843142_e759f60ce3_z.jpg
samples.756,,159444,dog,https://farm8.staticflickr.com/7001/6406638623_ae30aeff19_z.jpg
samples.757,,90833,cat,https://farm4.staticflickr.com/3247/2481267082_6560756dc2_z.jpg
samples.758,,136123,cat,https://farm4.staticflickr.com/3046/2915356526_35775c67b4_z.jpg
samples.759,,209387,dog,https://farm8.staticflickr.com/7151/6695261929_3da7fa3748_z.jpg
samples.760,,264843,cat,https://farm6.staticflickr.com/5106/5647492479_870f5fd80c_z.jpg
samples.761,,26321,dog,https://farm6.staticflickr.com/5520/9517693308_5657fb94f4_z.jpg
samples.762,,369521,dog,https://farm2.staticflickr.com/1405/1079285366_688c789d67_z.jpg
samples.763,,522195,dog,https://farm4.staticflickr.com/3546/3686965496_caf040372f_z.jpg
samples.764,,363933,cat,https://farm8.staticflickr.com/7414/9566180829_48a46a59ef_z.jpg
samples.765,,34523,dog,https://farm4.staticflickr.com/3006/2939093290_221f030c5b_z.jpg
samples.766,,274916,dog,https://farm9.staticflickr.com/8059/8283533727_81259403ff_z.jpg
samples.767,,15297,cat,https://farm4.staticflickr.com/3011/2784087385_f96b9bc4b7_z.jpg
samples.768,,491845,cat,https://farm3.staticflickr.com/2393/2458879863_f2551e723f_z.jpg
samples.769,,577967,cat,https://farm8.staticflickr.com/7101/6948499412_9536e7d970_z.jpg
samples.770,,445495,dog,https://farm1.staticflickr.com/26/52379613_371712b2d9_z.jpg
samples.771,,441523,dog,https://farm2.staticflickr.com/1099/1490232052_b021f6c311_z.jpg
samples.772,,126810,cat,https://farm1.staticflickr.com/3/5219938_9f42126f9e_z.jpg
samples.773,,23811,dog,https://farm6.staticflickr.com/5503/9441102953_8c1fc13c89_z.jpg
samples.774,,296782,dog,https://farm8.staticflickr.com/7223/7267685692_7f258936ff_z.jpg
samples.775,,277663,cat,https://farm1.staticflickr.com/1/121844575_2bbfb260a4_z.jpg
samples.776,,154062,dog,https://farm1.staticflickr.com/32/51988573_69442b9868_z.jpg
samples.777,,235713,cat,https://farm8.staticflickr.com/7181/6894658231_a50bbd6a17_z.jpg
samples.778,,226974,cat,https://farm4.staticflickr.com/3252/2744919958_e30b8e14b5_z.jpg
samples.779,,208910,dog,https://farm3.staticflickr.com/2589/4170746029_5ea67ec986_z.jpg
samples.780,,564663,cat,https://farm1.staticflickr.com/45/139158271_cf94704f69_z.jpg
samples.781,,91348,cat,https://farm4.staticflickr.com/3179/2872917634_f41e6987a8_z.jpg
samples.782,,503050,dog,https://farm1.staticflickr.com/106/298138827_19bb723252_z.jpg
samples.783,,132170,dog,https://farm4.staticflickr.com/3212/2703816574_d22a13cda8_z.jpg
samples.784,,151229,cat,https://farm7.staticflickr.com/6003/5929833339_05db5c2774_z.jpg
samples.785,,107935,dog,https://farm8.staticflickr.com/7087/7213399710_5435238cfc_z.jpg
samples.786,,372555,dog,https://farm4.staticflickr.com/3488/3261076159_a2757f1b9e_z.jpg
samples.787,,280551,cat,https://farm8.staticflickr.com/7271/8074604273_1ca41f3c7a_z.jpg
samples.788,,344921,dog,https://farm3.staticflickr.com/2416/2413685435_4df8c71b4b_z.jpg
samples.789,,264708,cat,https://farm4.staticflickr.com/3241/2827703244_3b46cb867f_z.jpg
samples.790,,47333,cat,https://farm4.staticflickr.com/3124/2837528023_57a095b2f0_z.jpg
samples.791,,521947,cat,https://farm3.staticflickr.com/2094/1581631290_aa23d4e17b_z.jpg
samples.792,,51281,cat,https://farm4.staticflickr.com/3262/5871229903_cb5f56695b_z.jpg
samples.793,,268388,cat,https://farm5.staticflickr.com/4069/5136393892_c0c301f37e_z.jpg
samples.794,,312694,cat,https://farm4.staticflickr.com/3062/2823374120_9bcb69ed27_z.jpg
samples.795,,99676,cat,https://farm1.staticflickr.com/27/58798348_691ffb92c2_z.jpg
samples.796,,457085,cat,https://farm6.staticflickr.com/5302/5854854748_844fb35e99_z.jpg
samples.797,,350810,cat,https://farm2.staticflickr.com/1214/532589470_ce424d4ecc_z.jpg
samples.798,,437790,dog,https://farm8.staticflickr.com/7348/8783749707_fe6e1ac731_z.jpg
samples.799,,571076,dog,https://farm5.staticflickr.com/4147/5043127334_c7f9dcb908_z.jpg
samples.800,,559557,cat,https://farm2.staticflickr.com/1371/5107379410_e529283b48_z.jpg
samples.801,,181949,cat,https://farm1.staticflickr.com/21/33521242_8a696af708_z.jpg
samples.802,,495902,cat,https://farm4.staticflickr.com/3095/2705509928_9119143ca6_z.jpg
samples.803,,563065,dog,https://farm1.staticflickr.com/151/334855399_2228598d80_z.jpg
samples.804,,191805,dog,https://farm2.staticflickr.com/1202/1324076625_c7ee318b53_z.jpg
samples.805,,451744,cat,https://farm3.staticflickr.com/2606/4109137182_2dd638c8cb_z.jpg
samples.806,,279917,dog,https://farm5.staticflickr.com/4111/5000051365_c6499e425b_z.jpg
samples.807,,541229,cat,https://farm5.staticflickr.com/4139/4750228767_0801604431_z.jpg
samples.808,,388348,cat,https://farm3.staticflickr.com/2590/3845890796_fb4996ceff_z.jpg
samples.809,,255420,cat,https://farm4.staticflickr.com/3233/2773587194_7dbee7334b_z.jpg
samples.810,,349784,dog,https://farm2.staticflickr.com/1187/1338776265_b9c0608c7b_z.jpg
samples.811,,527925,cat,https://farm1.staticflickr.com/48/141200438_e4384558ab_z.jpg
samples.812,,325186,dog,https://farm7.staticflickr.com/6113/6263024228_399bf3783d_z.jpg
samples.813,,351550,cat,https://farm1.staticflickr.com/4/5037250_795275ab0c_z.jpg
samples.814,,364167,cat,https://farm3.staticflickr.com/2496/3695735399_72d9423039_z.jpg
samples.815,,471407,cat,https://farm4.staticflickr.com/3060/2556293078_388e371330_z.jpg
samples.816,,35712,cat,https://farm4.staticflickr.com/3217/3052765624_eb8feea3fb_z.jpg
samples.817,,257909,dog,https://farm1.staticflickr.com/28/56921962_d0bbbeb2ec_z.jpg
samples.818,,558826,dog,https://farm1.staticflickr.com/105/273108255_fd8657e98d_z.jpg
samples.819,,258555,cat,https://farm4.staticflickr.com/3661/3571891693_b89e362def_z.jpg
samples.820,,433805,dog,https://farm4.staticflickr.com/3028/3053675683_612691bb82_z.jpg
samples.821,,224505,dog,https://farm1.staticflickr.com/24/49067565_1c11171c2d_z.jpg
samples.822,,208640,cat,https://farm5.staticflickr.com/4119/4752254694_2e2a806acf_z.jpg
samples.823,,542928,cat,https://farm4.staticflickr.com/3745/10027889323_6a4827b1b0_z.jpg
samples.824,,459084,dog,https://farm4.staticflickr.com/3273/2789033679_5d29a32fce_z.jpg
samples.825,,51296,cat,https://farm3.staticflickr.com/2204/1972512830_ce75e935fe_z.jpg
samples.826,,462589,cat,https://farm6.staticflickr.com/5261/5603588748_b043740af2_z.jpg
samples.827,,228211,cat,https://farm1.staticflickr.com/169/433019478_bbd83bfce2_z.jpg
samples.828,,240755,cat,https://farm5.staticflickr.com/4052/4693476603_9fc4902dc5_z.jpg
samples.829,,209903,cat,https://farm1.staticflickr.com/105/288096212_7f813f58dc_z.jpg
samples.830,,171468,dog,https://farm4.staticflickr.com/3414/3278289986_e4fcf1a857_z.jpg
samples.831,,429476,cat,https://farm1.staticflickr.com/39/119793080_0e5c3ec3ac_z.jpg
samples.832,,17438,cat,https://farm7.staticflickr.com/6184/6084399667_bf9901d6ab_z.jpg
samples.833,,178692,cat,https://farm7.staticflickr.com/6170/6143351650_ba992a27c8_z.jpg
samples.834,,379607,dog,https://farm1.staticflickr.com/84/224201315_22ab6a654f_z.jpg
samples.835,,352205,dog,https://farm3.staticflickr.com/2784/4056291400_6816b074c9_z.jpg
samples.836,,445723,cat,https://farm1.staticflickr.com/229/513224859_f7bdb8cab3_z.jpg
samples.837,,427915,dog,https://farm6.staticflickr.com/5201/5321636339_0667d4bfb3_z.jpg
samples.838,,204612,cat,https://farm5.staticflickr.com/4057/4544264740_f5b04bf5ab_z.jpg
samples.839,,403360,dog,https://farm1.staticflickr.com/120/270565162_f6d05035b9_z.jpg
samples.840,,28253,dog,https://farm5.staticflickr.com/4137/4852810082_95aa6b176d_z.jpg
samples.841,,260741,dog,https://farm4.staticflickr.com/3601/3610076880_b09b78550a_z.jpg
samples.842,,67577,cat,https://farm5.staticflickr.com/4050/4707889502_d13df8f3fa_z.jpg
samples.843,,456950,cat,https://farm5.staticflickr.com/4153/4841920996_a82af51bdb_z.jpg
samples.844,,81408,cat,https://farm6.staticflickr.com/5096/5486682448_c5c8153994_z.jpg
samples.845,,121530,cat,https://farm4.staticflickr.com/3200/3018668980_df7274524d_z.jpg
samples.846,,175583,cat,https://farm1.staticflickr.com/168/439900993_c54d3e8892_z.jpg
samples.847,,342203,cat,https://farm7.staticflickr.com/6024/5886165639_8313784345_z.jpg
samples.848,,496300,dog,https://farm9.staticflickr.com/8228/8570887991_1cbf69b157_z.jpg
samples.849,,195449,dog,https://farm3.staticflickr.com/2220/2218961434_7916358f53_z.jpg
samples.850,,323109,dog,https://farm1.staticflickr.com/97/221872164_2e4d0bcc08_z.jpg
samples.851,,219606,dog,https://farm1.staticflickr.com/124/405495389_d4316b1224_z.jpg
samples.852,,338884,dog,https://farm9.staticflickr.com/8374/8508823076_25dd984bac_z.jpg
samples.853,,422696,dog,https://farm4.staticflickr.com/3263/2804790006_304e782068_z.jpg
samples.854,,544778,dog,https://farm5.staticflickr.com/4045/4350985065_50d1f25f26_z.jpg
samples.855,,77709,dog,https://farm4.staticflickr.com/3280/3056778929_83fca18c1b_z.jpg
samples.856,,302528,cat,https://farm1.staticflickr.com/143/328521736_bd1192921f_z.jpg
samples.857,,106981,dog,https://farm5.staticflickr.com/4119/4874268571_f410d56340_z.jpg
samples.858,,148938,dog,https://farm3.staticflickr.com/2701/4484794485_b0272c8d79_z.jpg
samples.859,,127744,cat,https://farm3.staticflickr.com/2426/4056380758_e994106094_z.jpg
samples.860,,129068,dog,https://farm4.staticflickr.com/3332/3631537428_b1dd3206a6_z.jpg
samples.861,,497097,cat,https://farm4.staticflickr.com/3121/5869897428_1b0d7c5ca0_z.jpg
samples.862,,68238,cat,https://farm9.staticflickr.com/8402/8632625379_5900b69400_z.jpg
samples.863,,462062,dog,https://farm8.staticflickr.com/7158/6579346097_6fbbfa9d62_z.jpg
samples.864,,572754,cat,https://farm3.staticflickr.com/2299/2336460490_df2cff7533_z.jpg
samples.865,,46024,cat,https://farm4.staticflickr.com/3195/2904917991_4d366fbc07_z.jpg
samples.866,,360896,cat,https://farm4.staticflickr.com/3478/3917017784_5bd78b9815_z.jpg
samples.867,,468049,dog,https://farm3.staticflickr.com/2262/2045200145_8227b5adc9_z.jpg
samples.868,,564884,cat,https://farm8.staticflickr.com/7361/9611069664_a105d05719_z.jpg
samples.869,,230507,cat,https://farm6.staticflickr.com/5261/5586066468_3ab03f723b_z.jpg
samples.870,,355984,cat,https://farm4.staticflickr.com/3296/2336826226_0a63735c39_z.jpg
samples.871,,210425,cat,https://farm4.staticflickr.com/3757/9379611830_d07c07a410_z.jpg
samples.872,,330028,dog,https://farm8.staticflickr.com/7216/7141245663_2cba446ae0_z.jpg
samples.873,,405864,cat,https://farm9.staticflickr.com/8083/8402073001_0f72bd0fb4_z.jpg
samples.874,,467252,dog,https://farm1.staticflickr.com/114/300574254_ba012a8d6f_z.jpg
samples.875,,92353,dog,https://farm4.staticflickr.com/3490/3707644729_be9d357942_z.jpg
samples.876,,22907,cat,https://farm7.staticflickr.com/6158/6207378581_911c68c07e_z.jpg
samples.877,,550875,dog,https://farm7.staticflickr.com/6008/5945250102_ec4788d930_z.jpg
samples.878,,133565,cat,https://farm8.staticflickr.com/7166/6448752135_0a9e36dcea_z.jpg
samples.879,,381047,cat,https://farm3.staticflickr.com/2071/1760286858_12aadec110_z.jpg
samples.880,,188639,cat,https://farm1.staticflickr.com/8/7606587_f453bec083_z.jpg
samples.881,,120108,cat,https://farm8.staticflickr.com/7167/6787229249_1ccfb75f7f_z.jpg
samples.882,,578020,cat,https://farm3.staticflickr.com/2674/4018156851_9b0947fe9c_z.jpg
samples.883,,186502,cat,https://farm1.staticflickr.com/213/521623251_6a776b4299_z.jpg
samples.884,,84881,cat,https://farm1.staticflickr.com/49/148541507_094d626a8c_z.jpg
samples.885,,483043,dog,https://farm1.staticflickr.com/71/194102373_28d4239e46_z.jpg
samples.886,,276006,cat,https://farm6.staticflickr.com/5222/5662334667_8264fc9637_z.jpg
samples.887,,518015,cat,https://farm3.staticflickr.com/2139/2257053341_a6aa1c3d78_z.jpg
samples.888,,491883,dog,https://farm1.staticflickr.com/5/9322409_6c5141502b_z.jpg
samples.889,,323717,cat,https://farm4.staticflickr.com/3002/3064739348_ce6007b78a_z.jpg
samples.890,,238994,dog,https://farm2.staticflickr.com/1019/781218773_32fba8b3f4_z.jpg
samples.891,,455660,cat,https://farm3.staticflickr.com/2654/3835132107_1c8b682a61_z.jpg
samples.892,,236075,dog,https://farm6.staticflickr.com/5139/5483155007_8758b9cd29_z.jpg
samples.893,,553378,cat,https://farm4.staticflickr.com/3442/3388379843_64a24ce60f_z.jpg
samples.894,,183939,dog,https://farm3.staticflickr.com/2608/3972897339_bd7162652c_z.jpg
samples.895,,197739,dog,https://farm2.staticflickr.com/1244/874103830_5536dcc93a_z.jpg
samples.896,,242210,cat,https://farm4.staticflickr.com/3108/2571985929_f50948b6e4_z.jpg
samples.897,,521923,dog,https://farm3.staticflickr.com/2800/4376990286_1c93eccd1f_z.jpg
samples.898,,488423,cat,https://farm9.staticflickr.com/8243/8650005485_3e316dcdd7_z.jpg
samples.899,,119488,cat,https://farm5.staticflickr.com/4071/4427111595_87dc14d712_z.jpg
samples.900,,2754,dog,https://farm1.staticflickr.com/40/87257167_7cf9a59811_z.jpg
samples.901,,408185,cat,https://farm4.staticflickr.com/3132/2868452439_2d2e773471_z.jpg
samples.902,,92975,dog,https://farm8.staticflickr.com/7045/6930924628_8398a67949_z.jpg
samples.903,,440752,dog,https://farm4.staticflickr.com/3623/3378390482_8983715c7c_z.jpg
samples.904,,542431,dog,https://farm3.staticflickr.com/2832/9590958575_eb62fd7f9b_z.jpg
samples.905,,82142,dog,https://farm4.staticflickr.com/3619/3551047142_78e6d283b8_z.jpg
samples.906,,108751,cat,https://farm4.staticflickr.com/3384/3331162843_dbcf55ba65_z.jpg
samples.907,,93279,dog,https://farm1.staticflickr.com/106/265770777_b826b517c9_z.jpg
samples.908,,296995,cat,https://farm4.staticflickr.com/3608/3441100950_5462c59101_z.jpg
samples.909,,565939,dog,https://farm4.staticflickr.com/3213/2594020014_92988407fc_z.jpg
samples.910,,475711,dog,https://farm2.staticflickr.com/1250/528255693_1ba1d42b53_z.jpg
samples.911,,549580,cat,https://farm5.staticflickr.com/4031/4654981257_e660f597b3_z.jpg
samples.912,,301479,dog,https://farm9.staticflickr.com/8006/7465584164_5b7449beff_z.jpg
samples.913,,189836,dog,https://farm4.staticflickr.com/3390/3604819004_ab428031c6_z.jpg
samples.914,,54743,cat,https://farm7.staticflickr.com/6114/6283197211_b7aaf59d89_z.jpg
samples.915,,528076,cat,https://farm4.staticflickr.com/3576/3805987634_306bfbed46_z.jpg
samples.916,,476960,cat,https://farm1.staticflickr.com/40/79198852_85234907d4_z.jpg
samples.917,,196307,cat,https://farm8.staticflickr.com/7158/6835088547_4c2ba2f504_z.jpg
samples.918,,203511,dog,https://farm3.staticflickr.com/2490/4002363307_5d7151f041_z.jpg
samples.919,,551736,dog,https://farm8.staticflickr.com/7196/6893321249_8a3d461b07_z.jpg
samples.920,,76607,cat,https://farm1.staticflickr.com/79/208779748_2ae7f359c4_z.jpg
samples.921,,154244,cat,https://farm4.staticflickr.com/3455/3225294120_8e05af0f68_z.jpg
samples.922,,360269,cat,https://farm1.staticflickr.com/32/62922586_bd9aa19227_z.jpg
samples.923,,291592,dog,https://farm8.staticflickr.com/7024/6658245365_34a79f5e8c_z.jpg
samples.924,,245298,dog,https://farm8.staticflickr.com/7018/6735392347_7cb9c0c981_z.jpg
samples.925,,187262,dog,https://farm1.staticflickr.com/225/477288451_b714ccf274_z.jpg
samples.926,,431756,cat,https://farm7.staticflickr.com/6141/6020469595_4780db1211_z.jpg
samples.927,,177762,cat,https://farm1.staticflickr.com/224/477545783_b8be144083_z.jpg
samples.928,,553812,dog,https://farm1.staticflickr.com/96/231717137_fed506c185_z.jpg
samples.929,,352965,dog,https://farm1.staticflickr.com/162/437337208_276e7bb8f5_z.jpg
samples.930,,301697,cat,https://farm4.staticflickr.com/3738/9093964013_5c99da8740_z.jpg
samples.931,,44776,dog,https://farm8.staticflickr.com/7063/6887404621_f270f58ea4_z.jpg
samples.932,,259286,cat,https://farm5.staticflickr.com/4138/4809701462_5032a96365_z.jpg
samples.933,,129026,dog,https://farm8.staticflickr.com/7088/7281821090_5c1606af65_z.jpg
samples.934,,443057,dog,https://farm1.staticflickr.com/145/418570544_5d33c11642_z.jpg
samples.935,,211927,cat,https://farm1.staticflickr.com/65/220812259_eba08c2f81_z.jpg
samples.936,,181896,dog,https://farm7.staticflickr.com/6096/6374376091_3e2f6a06de_z.jpg
samples.937,,546221,dog,https://farm1.staticflickr.com/217/518369272_7b24a70eab_z.jpg
samples.938,,34454,dog,https://farm4.staticflickr.com/3402/3648146243_10a5a26367_z.jpg
samples.939,,392186,dog,https://farm6.staticflickr.com/5160/5891623914_49e1057fdb_z.jpg
samples.940,,27691,dog,https://farm1.staticflickr.com/3/3530622_ad12cc0484_z.jpg
samples.941,,110240,cat,https://farm1.staticflickr.com/138/320146746_5fabb9f69f_z.jpg
samples.942,,137890,cat,https://farm5.staticflickr.com/4063/4477702372_8c6b99f909_z.jpg
samples.943,,540922,dog,https://farm1.staticflickr.com/180/424082709_5affb2e0c1_z.jpg
samples.944,,233786,cat,https://farm1.staticflickr.com/212/500139740_70992a4b40_z.jpg
samples.945,,531096,dog,https://farm4.staticflickr.com/3459/3256954189_ac83898c67_z.jpg
samples.946,,156506,cat,https://farm5.staticflickr.com/4094/4957326493_9c0851e0aa_z.jpg
samples.947,,439085,cat,https://farm4.staticflickr.com/3138/2707083388_62339e099d_z.jpg
samples.948,,288724,cat,https://farm5.staticflickr.com/4042/4276197932_69350f44b0_z.jpg
samples.949,,372870,cat,https://farm5.staticflickr.com/4149/5006461056_4d3637f951_z.jpg
samples.950,,105192,cat,https://farm3.staticflickr.com/2040/1508042080_172d8b0283_z.jpg
samples.951,,479403,cat,https://farm5.staticflickr.com/4026/4415051751_4805d52fce_z.jpg
samples.952,,315663,cat,https://farm3.staticflickr.com/2569/3753468661_b0af1d730f_z.jpg
samples.953,,494574,dog,https://farm2.staticflickr.com/1141/1358068868_fd9588766c_z.jpg
samples.954,,461989,dog,https://farm8.staticflickr.com/7286/8736215589_de57169de5_z.jpg
samples.955,,386080,dog,https://farm4.staticflickr.com/3450/3714696985_5920eef143_z.jpg
samples.956,,70421,dog,https://farm2.staticflickr.com/1232/1092647908_66f46661e5_z.jpg
samples.957,,192145,dog,https://farm7.staticflickr.com/6086/6092424179_0e84ec3ea1_z.jpg
samples.958,,385379,cat,https://farm3.staticflickr.com/2219/2927533543_126c1d746c_z.jpg
samples.959,,232801,cat,https://farm4.staticflickr.com/3056/2768637531_6d2a39c687_z.jpg
samples.960,,402177,cat,https://farm8.staticflickr.com/7412/9125079391_e650bd3c11_z.jpg
samples.961,,546472,dog,https://farm8.staticflickr.com/7004/6392505259_a53e6d2249_z.jpg
samples.962,,484812,cat,https://farm5.staticflickr.com/4061/5122007793_18090cea94_z.jpg
samples.963,,400430,dog,https://farm4.staticflickr.com/3636/3349303224_68db9a7923_z.jpg
samples.964,,358695,cat,https://farm4.staticflickr.com/3757/9094446008_b5b11025ff_z.jpg
samples.965,,233970,cat,https://farm1.staticflickr.com/112/294213225_951ed6d58a_z.jpg
samples.966,,199268,cat,https://farm3.staticflickr.com/2423/3557509262_eb6811ceaa_z.jpg
samples.967,,7839,dog,https://farm4.staticflickr.com/3140/3287242381_9aa190378e_z.jpg
samples.968,,280450,dog,https://farm1.staticflickr.com/110/307141122_18e5cd8fd8_z.jpg
samples.969,,259146,cat,https://farm3.staticflickr.com/2477/3967096254_f8b14d3a6f_z.jpg
samples.970,,422828,dog,https://farm2.staticflickr.com/1111/1252020919_5f4e32909b_z.jpg
samples.971,,133831,dog,https://farm1.staticflickr.com/7/6223821_9b16d09d70_z.jpg
samples.972,,549236,dog,https://farm4.staticflickr.com/3233/3148374359_96f978041f_z.jpg
samples.973,,37291,cat,https://farm2.staticflickr.com/1118/1474170633_e861e777d3_z.jpg
samples.974,,519696,dog,https://farm8.staticflickr.com/7163/6724152235_b24eee4112_z.jpg
samples.975,,546445,cat,https://farm8.staticflickr.com/7125/7618501204_83c3a4a171_z.jpg
samples.976,,369575,dog,https://farm2.staticflickr.com/1411/862345771_8469ec77b5_z.jpg
samples.977,,458328,dog,https://farm1.staticflickr.com/226/490667230_509979d137_z.jpg
samples.978,,547130,cat,https://farm3.staticflickr.com/2286/2461455507_50dafd2839_z.jpg
samples.979,,171262,dog,https://farm6.staticflickr.com/5291/5586675408_771fb66f70_z.jpg
samples.980,,182604,dog,https://farm6.staticflickr.com/5056/5457805814_df70ed85c3_z.jpg
samples.981,,303651,dog,https://farm1.staticflickr.com/41/109457105_169d20508a_z.jpg
samples.982,,426731,cat,https://farm4.staticflickr.com/3162/2834616618_59d0605932_z.jpg
samples.983,,360002,dog,https://farm3.staticflickr.com/2801/4495450244_25ec466631_z.jpg
samples.984,,52846,cat,https://farm5.staticflickr.com/4115/4801351013_47b9e1bd66_z.jpg
samples.985,,268313,dog,https://farm4.staticflickr.com/3643/3366171911_69c0760852_z.jpg
samples.986,,564264,dog,https://farm5.staticflickr.com/4069/4630600045_ed630983e8_z.jpg
samples.987,,504147,cat,https://farm9.staticflickr.com/8110/8455485640_0dbbddc1ca_z.jpg
samples.988,,125735,dog,https://farm4.staticflickr.com/3690/9730964234_e9d9bfd049_z.jpg
samples.989,,502828,dog,https://farm9.staticflickr.com/8062/8196644331_bb0c6e05b9_z.jpg
samples.990,,38546,cat,https://farm1.staticflickr.com/10/15215212_b125cfe0f4_z.jpg
samples.991,,22041,cat,https://farm1.staticflickr.com/225/451515656_12564fcbaa_z.jpg
samples.992,,159198,cat,https://farm5.staticflickr.com/4050/4547216188_74998e9a5b_z.jpg
samples.993,,118889,cat,https://farm1.staticflickr.com/47/140721721_d440c178a6_z.jpg
samples.994,,53451,dog,https://farm3.staticflickr.com/2858/9067280852_240fc4cd4c_z.jpg
samples.995,,572125,cat,https://farm2.staticflickr.com/1046/1339761048_d7dd8d29e4_z.jpg
samples.996,,255554,dog,https://farm4.staticflickr.com/3004/2993614198_4f83b1f9e9_z.jpg
samples.997,,36345,dog,https://farm9.staticflickr.com/8535/8976545527_3bbf2368dd_z.jpg
samples.998,,257568,dog,https://farm1.staticflickr.com/27/60173552_a52f36bdee_z.jpg
samples.999,,77325,dog,https://farm1.staticflickr.com/64/202121159_bc0e5cd903_z.jpg
samples.1000,,101038,cat,https://farm2.staticflickr.com/1337/1467349917_735d85080f_z.jpg
samples.1001,,118723,cat,https://farm2.staticflickr.com/1115/1460132312_184e757dce_z.jpg
samples.1002,,53731,cat,https://farm1.staticflickr.com/52/112801554_37100a0339_z.jpg
samples.1003,,501126,cat,https://farm4.staticflickr.com/3583/3324002231_1e87347188_z.jpg
samples.1004,,44583,dog,https://farm4.staticflickr.com/3192/3032989976_a010304f0a_z.jpg
samples.1005,,471631,cat,https://farm3.staticflickr.com/2023/2193566397_b2bd16ab76_z.jpg
samples.1006,,61730,dog,https://farm1.staticflickr.com/39/86216763_0f053e260a_z.jpg
samples.1007,,546825,cat,https://farm2.staticflickr.com/1116/1209621110_1401ba518f_z.jpg
samples.1008,,12102,cat,https://farm6.staticflickr.com/5145/5666947662_7fb4a41b3a_z.jpg
samples.1009,,561887,dog,https://farm7.staticflickr.com/6236/7018123005_7b7ef73866_z.jpg
samples.1010,,494678,dog,https://farm6.staticflickr.com/5222/5613491346_858ca95dcb_z.jpg
samples.1011,,116065,cat,https://farm5.staticflickr.com/4074/4857986626_4f21f04300_z.jpg
samples.1012,,342520,dog,https://farm4.staticflickr.com/3192/2554350213_86469cb6a6_z.jpg
samples.1013,,403754,cat,https://farm3.staticflickr.com/2384/1569011725_260ef3cea7_z.jpg
samples.1014,,516458,dog,https://farm1.staticflickr.com/205/489121241_f05dbf2652_z.jpg
samples.1015,,457123,dog,https://farm1.staticflickr.com/117/270045214_7f23e0e68a_z.jpg
samples.1016,,565258,cat,https://farm4.staticflickr.com/3550/3863883264_4df5786d20_z.jpg
samples.1017,,76276,dog,https://farm3.staticflickr.com/2348/3528694832_0ca9a066d0_z.jpg
samples.1018,,293066,dog,https://farm1.staticflickr.com/40/95668184_951b212a47_z.jpg
samples.1019,,225557,cat,https://farm4.staticflickr.com/3230/3132220896_9a800c9a4f_z.jpg
samples.1020,,415280,dog,https://farm5.staticflickr.com/4026/4308359660_cd504f21f1_z.jpg
samples.1021,,262286,dog,https://farm1.staticflickr.com/206/502665947_718b961ff2_z.jpg
samples.1022,,55630,cat,https://farm5.staticflickr.com/4020/5154964283_96a4f46bd4_z.jpg
samples.1023,,504699,dog,https://farm4.staticflickr.com/3047/2943308802_176cb388cb_z.jpg
samples.1024,,79421,cat,https://farm1.staticflickr.com/24/52466441_5520bd424c_z.jpg
samples.1025,,86032,dog,https://farm5.staticflickr.com/4023/4334071725_6a2f3b4b9c_z.jpg
samples.1026,,98034,cat,https://farm6.staticflickr.com/5180/5571109064_8dc39554dd_z.jpg
samples.1027,,483928,cat,https://farm1.staticflickr.com/7/8734370_33c40a62c9_z.jpg
samples.1028,,461600,cat,https://farm3.staticflickr.com/2798/4325931135_893142bf62_z.jpg
samples.1029,,151609,cat,https://farm1.staticflickr.com/102/305877545_4b96cf5fea_z.jpg
samples.1030,,242212,dog,https://farm4.staticflickr.com/3424/3898365746_59fa908ce9_z.jpg
samples.1031,,453883,dog,https://farm7.staticflickr.com/6087/6039192122_563f4f7e4f_z.jpg
samples.1032,,319154,dog,https://farm1.staticflickr.com/101/375620230_e8f6da6e6d_z.jpg
samples.1033,,439531,cat,https://farm1.staticflickr.com/22/25513010_04c01daa90_z.jpg
samples.1034,,49017,dog,https://farm4.staticflickr.com/3096/2736395629_c035fd2cd0_z.jpg
samples.1035,,367120,dog,https://farm3.staticflickr.com/2552/4062071407_afd368acb8_z.jpg
samples.1036,,410663,dog,https://farm3.staticflickr.com/2510/3686149847_09cf042765_z.jpg
samples.1037,,269245,dog,https://farm4.staticflickr.com/3026/2619018348_f528cc5780_z.jpg
samples.1038,,518785,dog,https://farm4.staticflickr.com/3248/2812014589_e9ebd951c4_z.jpg
